"Date","Exercise","Sets","Reps","Weight","isWarmup","Note"
"2017-12-26","Dumbbell Incline Fly",1,12,30,"",""
"2017-12-26","Dumbbell Incline Fly",1,12,30,"",""
"2017-12-26","Dumbbell Incline Fly",1,12,30,"",""
"2017-12-26","Incline Dumbbell Curl",1,15,15,"",""
"2017-12-26","Incline Dumbbell Curl",1,15,15,"",""
"2017-12-26","Incline Dumbbell Curl",1,15,15,"",""
"2017-12-26","Incline Dumbbell Curl",1,15,15,"",""
"2017-12-26","Dumbbell Fly",1,15,30,"",""
"2017-12-26","Dumbbell Fly",1,15,30,"",""
"2017-12-26","Dumbbell Fly",1,15,30,"",""
"2017-12-26","Dumbbell Fly",1,15,30,"",""
"2017-12-17","Medicine Ball Push Up",1,8,0,"",""
"2017-12-17","Medicine Ball Push Up",1,8,0,"",""
"2017-12-17","Medicine Ball Push Up",1,8,0,"",""
"2017-12-17","Incline Barbell Skull Crusher",1,12,50,"",""
"2017-12-17","Incline Barbell Skull Crusher",1,12,50,"",""
"2017-12-17","Incline Barbell Skull Crusher",1,12,50,"",""
"2017-12-17","Dumbbell Fly",1,10,35,"",""
"2017-12-17","Dumbbell Fly",1,10,35,"",""
"2017-12-17","Dumbbell Fly",1,10,35,"",""
"2017-12-17","Dumbbell Fly",1,10,35,"",""
"2017-12-17","Bench Dips",1,17,0,"",""
"2017-12-17","Bench Dips",1,17,0,"",""
"2017-12-17","Bench Dips",1,17,0,"",""
"2017-12-17","Decline Push Up",1,23,0,"",""
"2017-12-17","Decline Push Up",1,23,0,"",""
"2017-12-17","Push Up",1,14,0,"",""
"2017-12-17","Push Up",1,14,0,"",""
"2017-12-17","Push Up",1,14,0,"",""
"2017-12-17","Crunches",1,25,0,"",""
"2017-12-17","Crunches",1,25,0,"",""
"2017-12-17","Crunches",1,25,0,"",""
"2017-12-16","Single Arm Landmine Row",1,12,50,"",""
"2017-12-16","Single Arm Landmine Row",1,12,50,"",""
"2017-12-16","Single Arm Landmine Row",1,12,50,"",""
"2017-12-16","Dumbbell Shoulder Press",1,12,25,"",""
"2017-12-16","Dumbbell Shoulder Press",1,12,25,"",""
"2017-12-16","Dumbbell Shoulder Press",1,12,35,"",""
"2017-12-16","Neutral Grip Pull Up",1,8,0,"",""
"2017-12-16","Neutral Grip Pull Up",1,8,0,"",""
"2017-12-16","Side Laterals to Front Raise",1,10,15,"",""
"2017-12-16","Side Laterals to Front Raise",1,10,15,"",""
"2017-12-16","Side Laterals to Front Raise",1,10,15,"",""
"2017-12-16","Dumbbell Row",1,12,50,"",""
"2017-12-16","Dumbbell Row",1,12,50,"",""
"2017-12-16","Dumbbell Row",1,12,50,"",""
"2017-12-16","Dumbbell Front Raise",1,10,20,"",""
"2017-12-16","Dumbbell Front Raise",1,10,20,"",""
"2017-12-16","Dumbbell Front Raise",1,10,20,"",""
"2017-12-16","Kettlebell Overhead Press",1,12,25,"",""
"2017-12-16","Kettlebell Overhead Press",1,12,25,"",""
"2017-12-16","Kettlebell Overhead Press",1,12,25,"",""
"2017-12-16","Exercise Ball Crunch",1,25,0,"",""
"2017-12-16","Exercise Ball Crunch",1,25,0,"",""
"2017-12-16","Superman",1,25,0,"",""
"2017-12-11","Dumbbell Bicep Curl",1,15,20,"",""
"2017-12-11","Dumbbell Bicep Curl",1,15,20,"",""
"2017-12-11","Dumbbell Bicep Curl",1,15,20,"",""
"2017-12-11","Barbell Curl",1,15,40,"",""
"2017-12-11","Barbell Curl",1,15,40,"",""
"2017-12-11","Barbell Curl",1,15,40,"",""
"2017-12-11","Dumbbell Upright Row",1,12,30,"",""
"2017-12-11","Dumbbell Upright Row",1,12,30,"",""
"2017-12-11","Dumbbell Upright Row",1,12,30,"",""
"2017-12-11","Seated Dumbbell Curl",1,15,22.5,"",""
"2017-12-11","Seated Dumbbell Curl",1,15,22.5,"",""
"2017-12-11","Decline Reverse Crunch",1,8,0,"",""
"2017-12-11","Decline Reverse Crunch",1,8,0,"",""
"2017-12-11","Decline Reverse Crunch",1,7,0,"",""
"2017-12-11","Decline Reverse Crunch",1,5,0,"",""
"2017-12-11","Superman",1,15,0,"",""
"2017-12-11","Superman",1,15,0,"",""
"2017-12-11","Superman",1,15,0,"",""
"2017-12-10","Push Up",1,13,0,"",""
"2017-12-10","Push Up",1,13,0,"",""
"2017-12-10","Push Up",1,13,0,"",""
"2017-12-10","Tricep Overhead Extension with Rope",1,12,80,"",""
"2017-12-10","Tricep Overhead Extension with Rope",1,12,80,"",""
"2017-12-10","Tricep Overhead Extension with Rope",1,12,80,"",""
"2017-12-10","Decline Push Up",1,16,0,"",""
"2017-12-10","Decline Push Up",1,16,0,"",""
"2017-12-10","Decline Push Up",1,16,0,"",""
"2017-12-10","Tricep Pushdown",1,10,95,"",""
"2017-12-10","Tricep Pushdown",1,13,95,"",""
"2017-12-10","Tricep Pushdown",1,15,95,"",""
"2017-12-10","Dumbbell Fly",1,12,35,"",""
"2017-12-10","Dumbbell Fly",1,12,35,"",""
"2017-12-10","Dumbbell Fly",1,12,35,"",""
"2017-12-10","Hanging Knee Raise",1,12,0,"",""
"2017-12-10","Hanging Knee Raise",1,12,0,"",""
"2017-12-10","Hanging Knee Raise",1,12,0,"",""
"2017-12-09","Single Arm Landmine Press",1,15,60,"",""
"2017-12-09","Single Arm Landmine Press",1,12,60,"",""
"2017-12-09","Mixed Grip Pull-Up",1,8,0,"",""
"2017-12-09","Mixed Grip Pull-Up",1,7,0,"",""
"2017-12-09","Lat Pulldown",1,10,115,"",""
"2017-12-09","Lat Pulldown",1,10,115,"",""
"2017-12-09","Lat Pulldown",1,10,115,"",""
"2017-12-09","Front Plate Raise",1,15,25,"",""
"2017-12-09","Front Plate Raise",1,15,25,"",""
"2017-12-09","Front Plate Raise",1,15,25,"",""
"2017-12-09","V-Bar Pulldown",1,10,100,"",""
"2017-12-09","V-Bar Pulldown",1,10,100,"",""
"2017-12-09","Dumbbell Front Raise",1,10,20,"",""
"2017-12-09","Dumbbell Front Raise",1,10,20,"",""
"2017-12-09","Dumbbell Front Raise",1,10,20,"",""
"2017-12-03","Zottman Preacher Curl",1,12,15,"",""
"2017-12-03","Zottman Preacher Curl",1,12,15,"",""
"2017-12-03","Decline Push Up",1,23,0,"",""
"2017-12-03","Decline Push Up",1,23,0,"",""
"2017-12-03","Dumbbell Bench Press",1,12,55,"",""
"2017-12-03","Dumbbell Bench Press",1,10,55,"",""
"2017-12-03","Dumbbell Bench Press",1,10,55,"",""
"2017-12-03","Hammer Curls",1,12,20,"",""
"2017-12-03","Hammer Curls",1,12,25,"",""
"2017-12-03","Hammer Curls",1,12,25,"",""
"2017-12-03","Dumbbell Fly",1,12,30,"",""
"2017-12-03","Dumbbell Fly",1,12,30,"",""
"2017-12-03","Push Up",1,18,0,"",""
"2017-12-03","Push Up",1,18,0,"",""
"2017-12-03","Superman",1,15,0,"",""
"2017-12-03","Superman",1,15,0,"",""
"2017-12-03","Superman",1,15,0,"",""
"2017-12-03","Side Bridge",1,30,0,"",""
"2017-12-03","Side Bridge",1,30,0,"",""
"2017-12-03","Side Bridge",1,30,0,"",""
"2017-12-02","Kettlebell Clean and Jerk",1,10,22.5,"",""
"2017-12-02","Kettlebell Clean and Jerk",1,10,22.5,"",""
"2017-12-02","Kettlebell Clean and Jerk",1,10,22.5,"",""
"2017-12-02","Dumbbell Skullcrusher",1,10,30,"",""
"2017-12-02","Dumbbell Skullcrusher",1,10,30,"",""
"2017-12-02","Dumbbell Skullcrusher",1,10,30,"",""
"2017-12-02","Dumbbell Reverse Fly",1,12,20,"",""
"2017-12-02","Dumbbell Reverse Fly",1,12,20,"",""
"2017-12-02","Dumbbell Reverse Fly",1,12,20,"",""
"2017-12-02","Close-Grip Bench Press",1,10,105,"",""
"2017-12-02","Close-Grip Bench Press",1,10,105,"",""
"2017-12-02","Close-Grip Bench Press",1,10,105,"",""
"2017-12-02","Close-Grip Bench Press",1,10,105,"",""
"2017-12-02","Arnold Dumbbell Press",1,8,35,"",""
"2017-12-02","Arnold Dumbbell Press",1,10,30,"",""
"2017-12-02","Arnold Dumbbell Press",1,10,30,"",""
"2017-12-02","Dumbbell Rear Delt Raise",1,10,30,"",""
"2017-12-02","Dumbbell Rear Delt Raise",1,10,30,"",""
"2017-12-02","Dumbbell Rear Delt Raise",1,10,30,"",""
"2017-12-02","Seated Triceps Press",1,10,55,"",""
"2017-11-26","Push Up",1,12,0,"",""
"2017-11-26","Push Up",1,12,0,"",""
"2017-11-26","Push Up",1,12,0,"",""
"2017-11-26","Smith Machine Bent Over Row",1,10,50,"",""
"2017-11-26","Smith Machine Bent Over Row",1,10,70,"",""
"2017-11-26","Smith Machine Bent Over Row",1,10,70,"",""
"2017-11-26","Dumbbell Incline Bench Press",1,12,55,"",""
"2017-11-26","Dumbbell Incline Bench Press",1,12,55,"",""
"2017-11-26","Dumbbell Incline Bench Press",1,12,55,"",""
"2017-11-26","Dumbbell Incline Bench Press",1,12,55,"",""
"2017-11-26","Dumbbell Row",1,10,55,"",""
"2017-11-26","Dumbbell Row",1,10,55,"",""
"2017-11-26","Dumbbell Row",1,10,55,"",""
"2017-11-26","Dumbbell Row",1,10,55,"",""
"2017-11-26","Decline Push Up",1,16,0,"",""
"2017-11-26","Decline Push Up",1,16,0,"",""
"2017-11-26","Decline Push Up",1,16,0,"",""
"2017-11-26","Dumbbell Fly",1,12,30,"",""
"2017-11-26","Dumbbell Fly",1,12,30,"",""
"2017-11-26","Dumbbell Fly",1,12,30,"",""
"2017-11-26","Jackknife Sit-Up",1,23,0,"",""
"2017-11-26","Jackknife Sit-Up",1,23,0,"",""
"2017-11-26","Back Extensions",1,18,0,"",""
"2017-11-26","Back Extensions",1,18,0,"",""
"2017-11-25","Dumbbell Tricep Extension",1,15,15,"",""
"2017-11-25","Dumbbell Tricep Extension",1,15,15,"",""
"2017-11-25","Single Arm Preacher Curl",1,15,15,"",""
"2017-11-25","Single Arm Preacher Curl",1,15,20,"",""
"2017-11-25","Dumbbell Kickbacks",1,15,15,"",""
"2017-11-25","Dumbbell Kickbacks",1,15,15,"",""
"2017-11-25","Barbell Curl",1,12,50,"",""
"2017-11-25","Barbell Curl",1,12,50,"",""
"2017-11-25","Barbell Curl",1,12,50,"",""
"2017-11-25","Single Leg Romanian Deadlift",1,6,20,"",""
"2017-11-25","Single Leg Romanian Deadlift",1,6,20,"",""
"2017-11-25","Single Leg Romanian Deadlift",1,6,20,"",""
"2017-11-25","Scissor Crossover Kick",1,24,0,"",""
"2017-11-25","Scissor Crossover Kick",1,24,0,"",""
"2017-11-25","Scissor Crossover Kick",1,24,0,"",""
"2017-11-25","Oblique Crunch",1,10,0,"",""
"2017-11-25","Oblique Crunch",1,10,0,"",""
"2017-11-25","Oblique Crunch",1,10,0,"",""
"2017-11-25","Dips",1,12,0,"",""
"2017-11-25","Dips",1,12,0,"",""
"2017-11-25","Dips",1,12,0,"",""
"2017-11-25","Machine Bicep Curl",1,15,60,"",""
"2017-11-21","Iron Cross",1,15,12.5,"",""
"2017-11-21","Iron Cross",1,15,12.5,"",""
"2017-11-21","Landmine Row",1,15,50,"",""
"2017-11-21","Landmine Row",1,15,50,"",""
"2017-11-21","Upright Row",1,10,60,"",""
"2017-11-21","Upright Row",1,10,60,"",""
"2017-11-21","Upright Row",1,10,60,"",""
"2017-11-21","Barbell Shoulder Press",1,12,115,"",""
"2017-11-21","Barbell Shoulder Press",1,12,115,"",""
"2017-11-21","Barbell Shoulder Press",1,12,115,"",""
"2017-11-21","Wide Grip Lat Pulldown",1,15,70,"",""
"2017-11-21","Wide Grip Lat Pulldown",1,15,70,"",""
"2017-11-21","Dumbbell Shoulder Raise",1,15,20,"",""
"2017-11-21","Dumbbell Shoulder Raise",1,15,20,"",""
"2017-11-21","Leg Raise",1,12,0,"",""
"2017-11-21","Leg Raise",1,12,0,"",""
"2017-11-21","Leg Raise",1,12,0,"",""
"2017-11-19","Dumbbell Pullover",1,15,30,"",""
"2017-11-19","Dumbbell Pullover",1,15,30,"",""
"2017-11-19","Machine Fly",1,15,80,"",""
"2017-11-19","Machine Fly",1,15,100,"",""
"2017-11-19","Reverse Barbell Curl",1,10,40,"",""
"2017-11-19","Reverse Barbell Curl",1,10,40,"",""
"2017-11-19","Reverse Barbell Curl",1,10,40,"",""
"2017-11-19","Incline Dumbbell Curl",1,10,20,"",""
"2017-11-19","Incline Dumbbell Curl",1,10,20,"",""
"2017-11-19","Incline Dumbbell Curl",1,10,20,"",""
"2017-11-19","Cable Crossover Fly",1,10,30,"",""
"2017-11-19","Cable Crossover Fly",1,10,30,"",""
"2017-11-19","Cable Crossover Fly",1,10,30,"",""
"2017-11-18","Bench Dips",1,17,0,"",""
"2017-11-18","Bench Dips",1,17,0,"",""
"2017-11-18","Bench Dips",1,17,0,"",""
"2017-11-18","Single Arm Landmine Row",1,10,60,"",""
"2017-11-18","Single Arm Landmine Row",1,12,70,"",""
"2017-11-18","Single Arm Landmine Row",1,12,70,"",""
"2017-11-18","Cable Tricep Extension",1,15,70,"",""
"2017-11-18","Cable Tricep Extension",1,15,80,"",""
"2017-11-18","Cable Tricep Extension",1,15,80,"",""
"2017-11-18","Cable Tricep Extension",1,15,80,"",""
"2017-11-18","Single Arm Dumbbell Triceps Extension",1,15,20,"",""
"2017-11-18","Single Arm Dumbbell Triceps Extension",1,15,20,"",""
"2017-11-18","Single Arm Dumbbell Triceps Extension",1,12,20,"",""
"2017-11-18","Single Arm Dumbbell Triceps Extension",1,12,20,"",""
"2017-11-18","Wide Grip Pull Up",1,5,0,"",""
"2017-11-18","Wide Grip Pull Up",1,5,0,"",""
"2017-11-18","Wide Grip Pull Up",1,4,0,"",""
"2017-11-18","Skullcrusher",1,15,50,"",""
"2017-11-18","Skullcrusher",1,15,50,"",""
"2017-11-18","Skullcrusher",1,15,50,"",""
"2017-11-15","Dumbbell Shoulder Raise",1,12,20,"",""
"2017-11-15","Dumbbell Shoulder Raise",1,12,20,"",""
"2017-11-15","Dumbbell Shoulder Raise",1,12,20,"",""
"2017-11-15","Dumbbell Front Raise",1,12,20,"",""
"2017-11-15","Dumbbell Front Raise",1,12,20,"",""
"2017-11-15","Dumbbell Front Raise",1,12,20,"",""
"2017-11-15","Hammer Curls",1,15,20,"",""
"2017-11-15","Hammer Curls",1,15,20,"",""
"2017-11-15","Hammer Curls",1,15,20,"",""
"2017-11-15","Hammer Curls",1,15,20,"",""
"2017-11-15","Dumbbell Squat To Shoulder Press",1,12,20,"",""
"2017-11-15","Dumbbell Squat To Shoulder Press",1,12,20,"",""
"2017-11-15","Dumbbell Squat To Shoulder Press",1,12,20,"",""
"2017-11-15","Dumbbell Squat To Shoulder Press",1,12,20,"",""
"2017-11-15","Leg Raise",1,12,0,"",""
"2017-11-15","Leg Raise",1,12,0,"",""
"2017-11-15","Leg Raise",1,12,0,"",""
"2017-11-12","Pull Up",1,10,0,"",""
"2017-11-12","Pull Up",1,8,0,"",""
"2017-11-12","Pull Up",1,7,0,"",""
"2017-11-12","Parallel Bar Dip",1,13,0,"",""
"2017-11-12","Parallel Bar Dip",1,13,0,"",""
"2017-11-12","Parallel Bar Dip",1,8,0,"",""
"2017-11-12","Dumbbell Row",1,10,55,"",""
"2017-11-12","Dumbbell Row",1,10,55,"",""
"2017-11-12","Dumbbell Row",1,10,55,"",""
"2017-11-12","Dumbbell Row",1,10,55,"",""
"2017-11-12","Cable Rope Tricep Extension",1,10,70,"",""
"2017-11-12","Cable Rope Tricep Extension",1,10,70,"",""
"2017-11-12","Cable Rope Tricep Extension",1,10,70,"",""
"2017-11-12","Inverted Row",1,11,0,"",""
"2017-11-12","Inverted Row",1,10,0,"",""
"2017-11-12","Inverted Row",1,10,0,"",""
"2017-11-11","Bosu Ball Push Up",1,11,0,"",""
"2017-11-11","Bosu Ball Push Up",1,11,0,"",""
"2017-11-11","Bosu Ball Push Up",1,11,0,"",""
"2017-11-11","Zottman Curl",1,10,20,"",""
"2017-11-11","Zottman Curl",1,10,20,"",""
"2017-11-11","Zottman Curl",1,10,20,"",""
"2017-11-11","Dumbbell Bench Press",1,12,50,"",""
"2017-11-11","Dumbbell Bench Press",1,12,50,"",""
"2017-11-11","Dumbbell Bench Press",1,12,50,"",""
"2017-11-11","Dumbbell Bicep Curl",1,10,30,"",""
"2017-11-11","Dumbbell Bicep Curl",1,10,30,"",""
"2017-11-11","Dumbbell Bicep Curl",1,10,30,"",""
"2017-11-11","Dumbbell Bicep Curl",1,10,30,"",""
"2017-11-11","Incline Push Up",1,20,0,"",""
"2017-11-11","Incline Push Up",1,20,0,"",""
"2017-11-11","Incline Push Up",1,20,0,"",""
"2017-11-11","Machine Bench Press",1,10,160,"",""
"2017-11-11","Machine Bench Press",1,10,160,"",""
"2017-11-11","Machine Bench Press",1,10,160,"",""
"2017-11-11","Crunches",1,15,0,"",""
"2017-11-11","Crunches",1,15,0,"",""
"2017-11-11","Crunches",1,15,0,"",""
"2017-11-04","Seated Dumbbell Rear Delt Raise",1,15,25,"",""
"2017-11-04","Seated Dumbbell Rear Delt Raise",1,15,25,"",""
"2017-11-04","Push Up",1,10,0,"",""
"2017-11-04","Push Up",1,10,0,"",""
"2017-11-04","Push Up",1,10,0,"",""
"2017-11-04","Push Up",1,10,0,"",""
"2017-11-04","Decline Push Up",1,23,0,"",""
"2017-11-04","Decline Push Up",1,23,0,"",""
"2017-11-04","Kettlebell Thruster",1,15,12.5,"",""
"2017-11-04","Scissor Kick",1,12,0,"",""
"2017-11-04","Scissor Kick",1,12,0,"",""
"2017-11-04","Scissor Kick",1,12,0,"",""
"2017-11-03","Seated Triceps Press",1,12,50,"",""
"2017-11-03","Seated Triceps Press",1,12,55,"",""
"2017-11-03","Seated Triceps Press",1,12,55,"",""
"2017-11-03","Incline Hammer Curls",1,12,25,"",""
"2017-11-03","Incline Hammer Curls",1,12,20,"",""
"2017-11-03","Incline Hammer Curls",1,12,20,"",""
"2017-11-03","Parallel Bar Dip",1,10,0,"",""
"2017-11-03","Parallel Bar Dip",1,10,0,"",""
"2017-11-03","Parallel Bar Dip",1,10,0,"",""
"2017-11-03","Parallel Bar Dip",1,10,0,"",""
"2017-11-03","Seated Dumbbell Curl",1,10,25,"",""
"2017-11-03","Seated Dumbbell Curl",1,10,25,"",""
"2017-11-03","Seated Dumbbell Curl",1,10,25,"",""
"2017-11-03","Tricep Pushdown",1,12,90,"",""
"2017-11-03","Tricep Pushdown",1,12,90,"",""
"2017-11-03","Tricep Pushdown",1,12,90,"",""
"2017-11-03","Concentration Curls",1,12,20,"",""
"2017-11-03","Concentration Curls",1,12,20,"",""
"2017-11-03","Concentration Curls",1,12,20,"",""
"2017-11-03","Flutter Kicks",1,10,0,"",""
"2017-11-03","Flutter Kicks",1,10,0,"",""
"2017-11-03","Flutter Kicks",1,10,0,"",""
"2017-11-03","Flutter Kicks",1,10,0,"",""
"2017-10-29","Cable Row",1,15,85,"",""
"2017-10-29","Cable Row",1,15,85,"",""
"2017-10-29","Cable Row",1,15,85,"",""
"2017-10-29","Alternating Medicine Ball Push Up",1,10,0,"",""
"2017-10-29","Alternating Medicine Ball Push Up",1,10,0,"",""
"2017-10-29","Alternating Medicine Ball Push Up",1,10,0,"",""
"2017-10-29","Neutral Grip Pull Up",1,6,0,"",""
"2017-10-29","Neutral Grip Pull Up",1,6,0,"",""
"2017-10-29","Neutral Grip Pull Up",1,6,0,"",""
"2017-10-29","Dumbbell Incline Fly",1,10,30,"",""
"2017-10-29","Dumbbell Incline Fly",1,10,30,"",""
"2017-10-29","Dumbbell Incline Fly",1,10,30,"",""
"2017-10-29","Dumbbell Row",1,10,10,"",""
"2017-10-29","Dumbbell Row",1,10,10,"",""
"2017-10-29","Dumbbell Row",1,10,10,"",""
"2017-10-21","Dumbbell Shoulder Press",1,15,25,"",""
"2017-10-21","Dumbbell Shoulder Press",1,15,25,"",""
"2017-10-21","Dumbbell Shoulder Press",1,15,25,"",""
"2017-10-21","Exercise Ball Push Up",1,8,0,"",""
"2017-10-21","Exercise Ball Push Up",1,8,0,"",""
"2017-10-21","Exercise Ball Push Up",1,8,0,"",""
"2017-10-21","Exercise Ball Push Up",1,8,0,"",""
"2017-10-21","Decline Push Up",1,23,0,"",""
"2017-10-21","Decline Push Up",1,23,0,"",""
"2017-10-21","Dumbbell Front Raise",1,10,20,"",""
"2017-10-21","Dumbbell Front Raise",1,10,20,"",""
"2017-10-21","Dumbbell Front Raise",1,10,20,"",""
"2017-10-21","Push Up",1,12,0,"",""
"2017-10-21","Push Up",1,12,0,"",""
"2017-10-21","Push Up",1,12,0,"",""
"2017-10-21","Dumbbell Fly",1,15,25,"",""
"2017-10-21","Dumbbell Fly",1,15,25,"",""
"2017-10-21","Dumbbell Fly",1,15,25,"",""
"2017-10-21","Back Extensions",1,13,0,"",""
"2017-10-21","Back Extensions",1,13,0,"",""
"2017-10-21","Back Extensions",1,13,0,"",""
