"Date","Exercise","Sets","Reps","Weight","isWarmup","Note"
"2018-02-10","Hammer Curls",1,15,30,"",""
"2018-02-10","Hammer Curls",1,15,30,"",""
"2018-02-10","Hammer Curls",1,15,30,"",""
"2018-02-09","Barbell Bench Press",1,3,215,"",""
"2018-02-09","Barbell Bench Press",1,5,205,"",""
"2018-02-09","Barbell Bench Press",1,5,205,"",""
"2018-02-09","Barbell Bench Press",1,5,205,"",""
"2018-02-09","Barbell Bench Press",1,4,205,"",""
"2018-02-09","Dumbbell Row",1,10,70,"",""
"2018-02-09","Dumbbell Row",1,10,70,"",""
"2018-02-09","Dumbbell Row",1,10,70,"",""
"2018-02-09","Dumbbell Row",1,10,70,"",""
"2018-02-09","Dumbbell Row",1,10,70,"",""
"2018-02-09","Dumbbell Bench Press",1,15,50,"",""
"2018-02-09","Dumbbell Bench Press",1,15,50,"",""
"2018-02-09","Dumbbell Bench Press",1,15,50,"",""
"2018-02-09","Dumbbell Decline Fly",1,10,40,"",""
"2018-02-09","Dumbbell Decline Fly",1,10,40,"",""
"2018-02-09","Dumbbell Decline Fly",1,10,40,"",""
"2018-02-09","Dumbbell Decline Fly",1,10,40,"",""
"2018-02-09","Scissor Crossover Kick",1,19,0,"",""
"2018-02-09","Scissor Crossover Kick",1,19,0,"",""
"2018-02-09","Scissor Crossover Kick",1,18,0,"",""
"2018-02-09","Scissor Crossover Kick",1,18,0,"",""
"2018-02-07","Barbell Shoulder Press",1,5,145,"",""
"2018-02-07","Barbell Shoulder Press",1,5,145,"",""
"2018-02-07","Barbell Shoulder Press",1,5,145,"",""
"2018-02-07","Barbell Shoulder Press",1,5,145,"",""
"2018-02-07","Barbell Shoulder Press",1,5,145,"",""
"2018-02-07","Seated Dumbbell Curl",1,10,30,"",""
"2018-02-07","Seated Dumbbell Curl",1,10,30,"",""
"2018-02-07","Seated Dumbbell Curl",1,10,30,"",""
"2018-02-07","Seated Dumbbell Curl",1,10,30,"",""
"2018-02-07","Seated Dumbbell Curl",1,10,30,"",""
"2018-02-07","Dumbbell Rear Delt Raise",1,8,35,"",""
"2018-02-07","Dumbbell Rear Delt Raise",1,8,35,"",""
"2018-02-07","Dumbbell Rear Delt Raise",1,8,35,"",""
"2018-02-07","Dumbbell Shoulder Raise",1,5,30,"",""
"2018-02-07","Dumbbell Shoulder Raise",1,5,30,"",""
"2018-02-07","Dumbbell Shoulder Raise",1,5,30,"",""
"2018-02-07","Dumbbell Shoulder Raise",1,5,30,"",""
"2018-02-07","Barbell Curl",1,4,75,"",""
"2018-02-07","Barbell Curl",1,4,75,"",""
"2018-02-07","Barbell Curl",1,4,75,"",""
"2018-02-07","Barbell Curl",1,4,75,"",""
"2018-02-07","Superman",1,17,0,"",""
"2018-02-07","Superman",1,17,0,"",""
"2018-02-07","Superman",1,17,0,"",""
"2018-02-07","Superman",1,17,0,"",""
"2018-02-07","Scissor Crossover Kick",1,19,0,"",""
"2018-02-07","Scissor Crossover Kick",1,19,0,"",""
"2018-02-07","Scissor Crossover Kick",1,19,0,"",""
"2018-02-07","Scissor Crossover Kick",1,19,0,"",""
"2018-02-04","Close-Grip Bench Press",1,10,115,"",""
"2018-02-04","Close-Grip Bench Press",1,10,115,"",""
"2018-02-04","Close-Grip Bench Press",1,10,115,"",""
"2018-02-04","Close-Grip Bench Press",1,10,115,"",""
"2018-02-04","Dumbbell Skullcrusher",1,12,25,"",""
"2018-02-04","Dumbbell Skullcrusher",1,12,25,"",""
"2018-02-04","Dumbbell Skullcrusher",1,12,25,"",""
"2018-02-04","Lat Pulldown",1,8,120,"",""
"2018-02-04","Lat Pulldown",1,8,120,"",""
"2018-02-04","Lat Pulldown",1,8,120,"",""
"2018-02-04","Cable Row",1,10,130,"",""
"2018-02-04","Cable Row",1,10,130,"",""
"2018-02-04","Cable Row",1,10,130,"",""
"2018-02-04","Back Extensions",1,13,0,"",""
"2018-02-04","Back Extensions",1,13,0,"",""
"2018-02-04","Back Extensions",1,15,0,"",""
"2018-02-04","Back Extensions",1,15,0,"",""
"2018-02-04","Bicycle Crunch",1,16,0,"",""
"2018-02-04","Bicycle Crunch",1,16,0,"",""
"2018-02-04","Bicycle Crunch",1,16,0,"",""
"2018-02-04","Bicycle Crunch",1,20,0,"",""
"2018-02-04","Pull Up",1,6,0,"",""
"2018-02-04","Pull Up",1,6,0,"",""
"2018-02-04","Pull Up",1,6,0,"",""
"2018-02-04","Pull Up",1,6,0,"",""
"2018-02-03","Barbell Bench Press",1,8,135,"",""
"2018-02-03","Barbell Bench Press",1,8,155,"",""
"2018-02-03","Barbell Bench Press",1,6,185,"",""
"2018-02-03","Barbell Bench Press",1,6,185,"",""
"2018-02-03","Seated Dumbbell Curl",1,10,25,"",""
"2018-02-03","Seated Dumbbell Curl",1,10,25,"",""
"2018-02-03","Seated Dumbbell Curl",1,10,25,"",""
"2018-02-03","Seated Dumbbell Curl",1,10,25,"",""
"2018-02-03","Hammer Curls",1,12,30,"",""
"2018-02-03","Hammer Curls",1,12,30,"",""
"2018-02-03","Hammer Curls",1,12,30,"",""
"2018-02-03","Hammer Curls",1,12,30,"",""
"2018-02-03","Barbell Decline Bench Press",1,12,155,"",""
"2018-02-03","Barbell Decline Bench Press",1,12,155,"",""
"2018-02-03","Barbell Decline Bench Press",1,12,155,"",""
"2018-02-03","Dumbbell Incline Bench Press",1,10,55,"",""
"2018-02-02","Pull Up",1,6,0,"",""
"2018-02-02","Pull Up",1,6,0,"",""
"2018-02-02","Pull Up",1,6,0,"",""
"2018-02-02","Pull Up",1,6,0,"",""
"2018-02-02","Push Press",1,8,75,"",""
"2018-02-02","Push Press",1,8,75,"",""
"2018-02-02","Push Press",1,8,75,"",""
"2018-02-02","Push Press",1,8,75,"",""
"2018-02-02","Back Flies",1,12,15,"",""
"2018-02-02","Back Flies",1,12,20,"",""
"2018-02-02","Back Flies",1,12,25,"",""
"2018-02-02","Wide Grip Lat Pulldown",1,12,100,"",""
"2018-02-02","Wide Grip Lat Pulldown",1,12,115,"",""
"2018-02-02","Wide Grip Lat Pulldown",1,12,115,"",""
"2018-02-02","Wide Grip Lat Pulldown",1,12,115,"",""
"2018-02-02","Superman",1,17,0,"",""
"2018-02-02","Superman",1,17,0,"",""
"2018-02-02","Superman",1,17,0,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Barbell Incline Bench Press",1,3,175,"",""
"2018-01-28","Close-Grip Bench Press",1,6,125,"",""
"2018-01-28","Close-Grip Bench Press",1,6,125,"",""
"2018-01-28","Close-Grip Bench Press",1,6,125,"",""
"2018-01-28","Close-Grip Bench Press",1,6,125,"",""
"2018-01-28","Close-Grip Bench Press",1,6,125,"",""
"2018-01-28","Dumbbell Floor Press",1,10,65,"",""
"2018-01-28","Dumbbell Floor Press",1,10,65,"",""
"2018-01-28","Dumbbell Floor Press",1,8,65,"",""
"2018-01-28","Floor Press",1,12,140,"",""
"2018-01-28","Floor Press",1,12,140,"",""
"2018-01-28","Floor Press",1,10,140,"",""
"2018-01-28","Hanging Leg Raise",1,7,0,"",""
"2018-01-28","Hanging Leg Raise",1,7,0,"",""
"2018-01-28","Hanging Leg Raise",1,7,0,"",""
"2018-01-28","Hanging Leg Raise",1,5,0,"",""
"2018-01-28","Rack Pulls",1,10,115,"",""
"2018-01-28","Rack Pulls",1,10,115,"",""
"2018-01-28","Rack Pulls",1,10,115,"",""
"2018-01-28","Rack Pulls",1,10,115,"",""
"2018-01-28","Leg Raise",1,10,0,"",""
"2018-01-28","Leg Raise",1,10,0,"",""
"2018-01-28","Leg Raise",1,10,0,"",""
"2018-01-28","Leg Raise",1,10,0,"",""
"2018-01-27","Concentration Curls",1,15,20,"",""
"2018-01-27","Concentration Curls",1,15,20,"",""
"2018-01-27","Inverted Row",1,10,0,"",""
"2018-01-27","Inverted Row",1,10,0,"",""
"2018-01-27","Inverted Row",1,10,0,"",""
"2018-01-27","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-27","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-27","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-27","Dumbbell Row",1,10,60,"",""
"2018-01-27","Dumbbell Row",1,10,60,"",""
"2018-01-27","Dumbbell Row",1,10,60,"",""
"2018-01-27","Dumbbell Row",1,10,60,"",""
"2018-01-27","Hammer Curls",1,10,35,"",""
"2018-01-27","Hammer Curls",1,10,35,"",""
"2018-01-27","Hammer Curls",1,10,35,"",""
"2018-01-27","Barbell Curl",1,10,60,"",""
"2018-01-27","Barbell Curl",1,9,60,"",""
"2018-01-27","Barbell Curl",1,9,60,"",""
"2018-01-27","Straight-Arm Pulldown",1,10,40,"",""
"2018-01-27","Straight-Arm Pulldown",1,10,40,"",""
"2018-01-27","Straight-Arm Pulldown",1,10,40,"",""
"2018-01-27","Jackknife Sit-Up",1,17,0,"",""
"2018-01-27","Jackknife Sit-Up",1,17,0,"",""
"2018-01-25","Push Up",1,15,0,"",""
"2018-01-25","Push Up",1,15,0,"",""
"2018-01-25","Push Up",1,15,0,"",""
"2018-01-25","Superman",1,23,0,"",""
"2018-01-25","Superman",1,23,0,"",""
"2018-01-25","Superman",1,23,0,"",""
"2018-01-25","Bird Dog",1,15,0,"",""
"2018-01-25","Bird Dog",1,15,0,"",""
"2018-01-25","Bird Dog",1,15,0,"",""
"2018-01-25","Leg Pull-In",1,15,0,"",""
"2018-01-25","Leg Pull-In",1,15,0,"",""
"2018-01-25","Leg Pull-In",1,15,0,"",""
"2018-01-25","Bench Dips",1,17,0,"",""
"2018-01-25","Bench Dips",1,17,0,"",""
"2018-01-25","Bench Dips",1,17,0,"",""
"2018-01-21","Upright Row",1,15,65,"",""
"2018-01-21","Upright Row",1,15,65,"",""
"2018-01-21","Upright Row",1,15,65,"",""
"2018-01-21","Thruster",1,10,65,"",""
"2018-01-21","Thruster",1,15,45,"",""
"2018-01-21","Thruster",1,15,45,"",""
"2018-01-21","Palms-Up Dumbbell Wrist Curl",1,15,50,"",""
"2018-01-21","Palms-Up Dumbbell Wrist Curl",1,15,50,"",""
"2018-01-21","Palms-Up Dumbbell Wrist Curl",1,15,50,"",""
"2018-01-21","Palms-Up Dumbbell Wrist Curl",1,15,50,"",""
"2018-01-21","Dumbbell Front Raise",1,12,20,"",""
"2018-01-21","Dumbbell Front Raise",1,12,20,"",""
"2018-01-21","Dumbbell Front Raise",1,12,20,"",""
"2018-01-21","Dumbbell Shoulder Raise",1,8,25,"",""
"2018-01-21","Dumbbell Shoulder Raise",1,8,25,"",""
"2018-01-21","Dumbbell Shoulder Raise",1,8,25,"",""
"2018-01-21","Superman",1,20,0,"",""
"2018-01-21","Superman",1,20,0,"",""
"2018-01-21","Superman",1,20,0,"",""
"2018-01-21","Machine Shoulder Press",1,12,70,"",""
"2018-01-21","Machine Shoulder Press",1,12,70,"",""
"2018-01-21","Machine Shoulder Press",1,12,70,"",""
"2018-01-21","Pallof Press",1,10,60,"",""
"2018-01-21","Pallof Press",1,10,50,"",""
"2018-01-21","Pallof Press",1,10,50,"",""
"2018-01-21","Exercise Ball Pull In",1,15,0,"",""
"2018-01-21","Exercise Ball Pull In",1,15,0,"",""
"2018-01-20","V-Bar Pullup",1,7,0,"",""
"2018-01-20","V-Bar Pullup",1,7,0,"",""
"2018-01-20","Parallel Bar Dip",1,11,0,"",""
"2018-01-20","Parallel Bar Dip",1,11,0,"",""
"2018-01-20","Parallel Bar Dip",1,11,0,"",""
"2018-01-20","Parallel Bar Dip",1,11,0,"",""
"2018-01-20","Dumbbell Row",1,15,55,"",""
"2018-01-20","Dumbbell Row",1,15,55,"",""
"2018-01-20","V-Bar Pulldown",1,15,95,"",""
"2018-01-20","V-Bar Pulldown",1,15,95,"",""
"2018-01-20","V-Bar Pulldown",1,15,95,"",""
"2018-01-20","V-Bar Pulldown",1,15,95,"",""
"2018-01-20","Seated Triceps Press",1,15,55,"",""
"2018-01-20","Seated Triceps Press",1,15,55,"",""
"2018-01-20","Seated Triceps Press",1,15,55,"",""
"2018-01-20","Seated Triceps Press",1,15,55,"",""
"2018-01-20","Superman",1,21,0,"",""
"2018-01-20","Superman",1,21,0,"",""
"2018-01-20","Superman",1,21,0,"",""
"2018-01-20","Crunches",1,25,0,"",""
"2018-01-20","Crunches",1,25,0,"",""
"2018-01-20","Hammer Curls",1,15,25,"",""
"2018-01-20","Hammer Curls",1,15,25,"",""
"2018-01-20","Hammer Curls",1,15,25,"",""
"2018-01-20","Cable Crossover Fly",1,15,22,"",""
"2018-01-20","Cable Crossover Fly",1,15,22,"",""
"2018-01-20","Cable Crossover Fly",1,15,22,"",""
"2018-01-20","Concentration Curls",1,12,25,"",""
"2018-01-20","Concentration Curls",1,12,25,"",""
"2018-01-20","Dumbbell Fly",1,12,30,"",""
"2018-01-20","Dumbbell Fly",1,12,30,"",""
"2018-01-20","Dumbbell Fly",1,12,30,"",""
"2018-01-16","Elliptical",1,0,0,"",""
"2018-01-16","Elliptical",1,0,0,"",""
"2018-01-16","Elliptical",1,0,0,"",""
"2018-01-16","Elliptical",1,0,0,"",""
"2018-01-15","Seated Dumbbell Rear Delt Raise",1,15,25,"",""
"2018-01-15","Seated Dumbbell Rear Delt Raise",1,15,25,"",""
"2018-01-15","Seated Dumbbell Rear Delt Raise",1,15,25,"",""
"2018-01-15","Dumbbell Front Raise",1,7,20,"",""
"2018-01-15","Dumbbell Front Raise",1,7,20,"",""
"2018-01-15","Dumbbell Front Raise",1,7,20,"",""
"2018-01-15","Palms-Up Barbell Wrist Curl",1,12,50,"",""
"2018-01-15","Palms-Up Barbell Wrist Curl",1,12,50,"",""
"2018-01-15","Palms-Up Barbell Wrist Curl",1,12,50,"",""
"2018-01-15","Palms-Up Barbell Wrist Curl",1,12,50,"",""
"2018-01-15","Dumbbell Shoulder Raise",1,10,20,"",""
"2018-01-15","Dumbbell Shoulder Raise",1,10,20,"",""
"2018-01-15","Dumbbell Shoulder Raise",1,10,20,"",""
"2018-01-15","Cable Lateral Raise",1,10,20,"",""
"2018-01-15","Cable Lateral Raise",1,12,15,"",""
"2018-01-15","Cable Lateral Raise",1,12,15,"",""
"2018-01-15","Vertical Knee Raise",1,25,0,"",""
"2018-01-15","Vertical Knee Raise",1,25,0,"",""
"2018-01-15","Vertical Knee Raise",1,25,0,"",""
"2018-01-13","Exercise Ball Push Up",1,10,0,"",""
"2018-01-13","Exercise Ball Push Up",1,10,0,"",""
"2018-01-13","Exercise Ball Push Up",1,10,0,"",""
"2018-01-13","Tricep Pushdown",1,12,95,"",""
"2018-01-13","Tricep Pushdown",1,12,95,"",""
"2018-01-13","Tricep Pushdown",1,12,95,"",""
"2018-01-13","Decline Push Up",1,23,0,"",""
"2018-01-13","Decline Push Up",1,23,0,"",""
"2018-01-13","Parallel Bar Dip",1,20,0,"",""
"2018-01-13","Parallel Bar Dip",1,20,0,"",""
"2018-01-13","Push Up",1,14,0,"",""
"2018-01-13","Push Up",1,14,0,"",""
"2018-01-13","Push Up",1,14,0,"",""
"2018-01-13","Dumbbell Fly",1,12,30,"",""
"2018-01-13","Dumbbell Fly",1,12,30,"",""
"2018-01-13","Dumbbell Fly",1,12,30,"",""
"2018-01-13","Seated Triceps Press",1,12,45,"",""
"2018-01-13","Seated Triceps Press",1,12,45,"",""
"2018-01-13","Seated Triceps Press",1,12,45,"",""
"2018-01-13","Superman",1,16,0,"",""
"2018-01-12","Barbell Curl",1,10,60,"",""
"2018-01-12","Barbell Curl",1,10,60,"",""
"2018-01-12","Chin Up",1,8,0,"",""
"2018-01-12","Chin Up",1,6,0,"",""
"2018-01-12","Dumbbell Row",1,10,60,"",""
"2018-01-12","Dumbbell Row",1,10,60,"",""
"2018-01-12","Dumbbell Row",1,10,60,"",""
"2018-01-12","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-12","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-12","Lat Pulldown",1,5,130,"",""
"2018-01-12","Lat Pulldown",1,5,130,"",""
"2018-01-12","Hammer Curls",1,10,30,"",""
"2018-01-12","Hammer Curls",1,10,30,"",""
"2018-01-12","Ab Crunch Machine",1,15,100,"",""
"2018-01-12","Ab Crunch Machine",1,15,100,"",""
"2018-01-12","Dead Bug",1,10,0,"",""
"2018-01-12","Dead Bug",1,10,0,"",""
"2018-01-12","Dead Bug",1,10,0,"",""
"2018-01-12","Back Extensions",1,15,0,"",""
"2018-01-12","Back Extensions",1,15,0,"",""
"2018-01-12","Back Extensions",1,15,0,"",""
"2018-01-06","Barbell Curl",1,15,50,"",""
"2018-01-06","Barbell Curl",1,15,50,"",""
"2018-01-06","Concentration Curls",1,15,20,"",""
"2018-01-06","Concentration Curls",1,15,20,"",""
"2018-01-06","Palms-Up Barbell Wrist Curl",1,12,40,"",""
"2018-01-06","Palms-Up Barbell Wrist Curl",1,12,40,"",""
"2018-01-06","Palms-Up Barbell Wrist Curl",1,12,40,"",""
"2018-01-06","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-06","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-06","Seated Dumbbell Curl",1,12,25,"",""
"2018-01-06","Hammer Curls",1,15,25,"",""
"2018-01-06","Hammer Curls",1,15,25,"",""
"2018-01-06","Cable Russian Twists",1,10,20,"",""
"2018-01-06","Cable Russian Twists",1,10,20,"",""
"2018-01-06","Cable Russian Twists",1,10,20,"",""
"2018-01-06","Incline Hammer Curls",1,15,20,"",""
"2018-01-06","Incline Hammer Curls",1,15,20,"",""
"2018-01-05","Kettlebell Sumo High Pull",1,12,35,"",""
"2018-01-05","Kettlebell Sumo High Pull",1,15,35,"",""
"2018-01-05","Kettlebell Sumo High Pull",1,15,35,"",""
"2018-01-05","Seated Triceps Press",1,10,55,"",""
"2018-01-05","Seated Triceps Press",1,10,55,"",""
"2018-01-05","Seated Triceps Press",1,10,55,"",""
"2018-01-05","Cable Tricep Extension",1,12,80,"",""
"2018-01-05","Cable Tricep Extension",1,12,80,"",""
"2018-01-05","Cable Tricep Extension",1,11,80,"",""
"2018-01-05","Tricep Pushdown",1,10,120,"",""
"2018-01-05","Tricep Pushdown",1,10,120,"",""
"2018-01-05","Tricep Pushdown",1,10,120,"",""
"2018-01-05","Stiff-Legged Barbell Good Morning",1,15,65,"",""
"2018-01-05","Stiff-Legged Barbell Good Morning",1,15,65,"",""
"2018-01-05","Stiff-Legged Barbell Good Morning",1,15,65,"",""
"2018-01-05","Parallel Bar Dip",1,10,0,"",""
"2018-01-05","Parallel Bar Dip",1,10,0,"",""
"2018-01-05","Parallel Bar Dip",1,10,0,"",""
"2018-01-05","Parallel Bar Dip",1,10,0,"",""
"2018-01-04","Shotgun Row",1,12,50,"",""
"2018-01-04","Shotgun Row",1,12,50,"",""
"2018-01-04","Shotgun Row",1,12,50,"",""
"2018-01-04","Push Up",1,11,0,"",""
"2018-01-04","Push Up",1,11,0,"",""
"2018-01-04","Push Up",1,11,0,"",""
"2018-01-04","Push Up",1,11,0,"",""
"2018-01-04","Dumbbell Fly",1,10,35,"",""
"2018-01-04","Dumbbell Fly",1,10,35,"",""
"2018-01-04","Dumbbell Fly",1,10,35,"",""
"2018-01-04","Dumbbell Row",1,12,60,"",""
"2018-01-04","Dumbbell Row",1,12,60,"",""
"2018-01-04","Dumbbell Row",1,12,60,"",""
"2018-01-04","Decline Push Up",1,16,0,"",""
"2018-01-04","Decline Push Up",1,16,0,"",""
"2018-01-04","Decline Push Up",1,16,0,"",""
"2018-01-04","Incline Push Up",1,15,0,"",""
"2018-01-04","Incline Push Up",1,15,0,"",""
"2018-01-04","Incline Push Up",1,15,0,"",""
"2018-01-04","Incline Push Up",1,15,0,"",""
"2018-01-04","Back Extensions",1,21,0,"",""
"2018-01-04","Back Extensions",1,21,0,"",""
"2018-01-03","Upright Row",1,12,65,"",""
"2018-01-03","Upright Row",1,12,65,"",""
"2018-01-03","Upright Row",1,12,65,"",""
"2018-01-03","Palms-Down Barbell Wrist Curl",1,12,40,"",""
"2018-01-03","Palms-Down Barbell Wrist Curl",1,11,40,"",""
"2018-01-03","Palms-Down Barbell Wrist Curl",1,9,40,"",""
"2018-01-03","Dumbbell Squat To Shoulder Press",1,10,25,"",""
"2018-01-03","Dumbbell Squat To Shoulder Press",1,10,25,"",""
"2018-01-03","Dumbbell Squat To Shoulder Press",1,10,25,"",""
"2018-01-03","Dumbbell Front Raise",1,10,20,"",""
"2018-01-03","Dumbbell Front Raise",1,10,20,"",""
"2018-01-03","Dumbbell Front Raise",1,10,20,"",""
"2018-01-03","Landmine Press",1,12,40,"",""
"2018-01-03","Landmine Press",1,12,40,"",""
"2018-01-03","Landmine Press",1,12,40,"",""
"2018-01-03","Face Pull",1,12,65,"",""
"2018-01-03","Face Pull",1,12,65,"",""
"2018-01-03","Face Pull",1,12,65,"",""
"2018-01-02","Chin Up",1,10,0,"",""
"2018-01-02","Chin Up",1,7,0,"",""
"2018-01-02","Chin Up",1,6,0,"",""
"2018-01-02","Bosu Ball Push Up",1,12,0,"",""
"2018-01-02","Bosu Ball Push Up",1,12,0,"",""
"2018-01-02","Bosu Ball Push Up",1,12,0,"",""
"2018-01-02","Bosu Ball Push Up",1,12,0,"",""
"2018-01-02","Lat Pulldown",1,15,90,"",""
"2018-01-02","Lat Pulldown",1,15,90,"",""
"2018-01-02","Alternating Medicine Ball Push Up",1,11,0,"",""
"2018-01-02","Alternating Medicine Ball Push Up",1,11,0,"",""
"2018-01-02","Alternating Medicine Ball Push Up",1,11,0,"",""
"2018-01-02","Dumbbell Row",1,10,55,"",""
"2018-01-02","Dumbbell Row",1,10,55,"",""
"2018-01-02","Dumbbell Row",1,10,55,"",""
"2018-01-02","Dumbbell Row",1,10,55,"",""
"2018-01-02","Dumbbell Fly",1,10,35,"",""
"2018-01-02","Dumbbell Fly",1,10,35,"",""
"2018-01-02","Dumbbell Fly",1,10,35,"",""
"2018-01-02","Dumbbell Fly",1,10,35,"",""
"2018-01-02","Bicycle Crunch",1,25,0,"",""
"2018-01-02","Bicycle Crunch",1,25,0,"",""
"2017-12-31","Biceps Curl To Shoulder Press",1,12,20,"",""
"2017-12-31","Biceps Curl To Shoulder Press",1,12,20,"",""
"2017-12-31","Biceps Curl To Shoulder Press",1,12,20,"",""
"2017-12-31","Cable Rope Tricep Extension",1,12,60,"",""
"2017-12-31","Cable Rope Tricep Extension",1,12,60,"",""
"2017-12-31","Cable Rope Tricep Extension",1,12,60,"",""
"2017-12-31","Zottman Curl",1,10,15,"",""
"2017-12-31","Zottman Curl",1,10,15,"",""
"2017-12-31","Zottman Curl",1,10,15,"",""
"2017-12-31","Parallel Bar Dip",1,13,0,"",""
"2017-12-31","Parallel Bar Dip",1,13,0,"",""
"2017-12-31","Parallel Bar Dip",1,13,0,"",""
"2017-12-31","Barbell Curl",1,10,60,"",""
"2017-12-31","Barbell Curl",1,10,60,"",""
"2017-12-31","Barbell Curl",1,10,60,"",""
"2017-12-31","Barbell Curl",1,10,60,"",""
"2017-12-31","Concentration Curls",1,10,25,"",""
"2017-12-31","Concentration Curls",1,10,25,"",""
"2017-12-31","Concentration Curls",1,10,25,"",""
"2017-12-31","Concentration Curls",1,10,25,"",""
"2017-12-31","Tricep Pushdown",1,10,105,"",""
"2017-12-31","Tricep Pushdown",1,10,105,"",""
"2017-12-31","Tricep Pushdown",1,10,105,"",""
"2017-12-31","Tricep Pushdown",1,10,105,"",""
"2017-12-29","Dumbbell Shrug",1,15,50,"",""
"2017-12-29","Dumbbell Shrug",1,15,50,"",""
"2017-12-29","Russian Twist",1,22,0,"",""
"2017-12-29","Russian Twist",1,22,0,"",""
"2017-12-29","Russian Twist",1,22,0,"",""
"2017-12-29","Russian Twist",1,22,0,"",""
"2017-12-29","Barbell Bench Press",1,15,140,"",""
"2017-12-29","Barbell Bench Press",1,15,140,"",""
"2017-12-29","Barbell Bench Press",1,15,140,"",""
"2017-12-29","Pull Up",1,8,0,"",""
"2017-12-29","Pull Up",1,6,0,"",""
"2017-12-29","Pull Up",1,5,0,"",""
"2017-12-29","Scissor Kick",1,24,0,"",""
"2017-12-29","Scissor Kick",1,24,0,"",""
"2017-12-29","Scissor Kick",1,24,0,"",""
"2017-12-29","Reverse Crunch",1,10,0,"",""
"2017-12-29","Reverse Crunch",1,10,0,"",""
"2017-12-29","Reverse Crunch",1,10,0,"",""
"2017-12-29","Reverse Crunch",1,10,0,"",""
"2017-12-29","Sit Up",1,10,0,"",""
"2017-12-29","Sit Up",1,10,0,"",""
"2017-12-29","Sit Up",1,10,0,"",""
"2017-12-29","Sit Up",1,10,0,"",""
"2017-12-28","Iron Cross",1,15,10,"",""
"2017-12-28","Iron Cross",1,15,10,"",""
"2017-12-28","Kettlebell Jerk",1,15,22.5,"",""
"2017-12-28","Kettlebell Jerk",1,15,22.5,"",""
"2017-12-28","Palms-Up Dumbbell Wrist Curl",1,15,20,"",""
"2017-12-28","Palms-Up Dumbbell Wrist Curl",1,15,20,"",""
"2017-12-28","Palms-Up Dumbbell Wrist Curl",1,15,20,"",""
"2017-12-28","Dumbbell Front Raise",1,11,20,"",""
"2017-12-28","Dumbbell Front Raise",1,11,20,"",""
"2017-12-28","Dumbbell Front Raise",1,11,20,"",""
"2017-12-28","Kettlebell Snatch",1,15,22.5,"",""
"2017-12-28","Toe Touchers",1,15,0,"",""
"2017-12-28","Toe Touchers",1,15,0,"",""
"2017-12-28","Toe Touchers",1,15,0,"",""
"2017-12-28","Toe Touchers",1,15,0,"",""
"2017-12-28","Single Arm Overhead Press",1,15,30,"",""
"2017-12-28","Single Arm Overhead Press",1,15,30,"",""
"2017-12-27","Landmine Row",1,15,50,"",""
"2017-12-27","Landmine Row",1,15,50,"",""
"2017-12-27","Machine Triceps Extension",1,15,70,"",""
"2017-12-27","Machine Triceps Extension",1,15,70,"",""
"2017-12-27","Wide Grip Pull Up",1,5,0,"",""
"2017-12-27","Wide Grip Pull Up",1,5,0,"",""
"2017-12-27","Wide Grip Pull Up",1,5,0,"",""
"2017-12-27","Single Arm Dumbbell Triceps Extension",1,15,25,"",""
"2017-12-27","Single Arm Dumbbell Triceps Extension",1,15,25,"",""
"2017-12-27","Single Arm Dumbbell Triceps Extension",1,15,25,"",""
"2017-12-27","Cable Row",1,15,100,"",""
"2017-12-27","Cable Row",1,15,100,"",""
"2017-12-27","Cable Row",1,15,100,"",""
"2017-12-27","Single Arm Lat Pulldown",1,10,45,"",""
"2017-12-27","Single Arm Lat Pulldown",1,10,45,"",""
"2017-12-27","Single Arm Lat Pulldown",1,15,45,"",""
"2017-12-27","Tricep Pushdown",1,10,105,"",""
"2017-12-27","Tricep Pushdown",1,10,105,"",""
"2017-12-27","Tricep Pushdown",1,10,105,"",""
"2017-12-27","Bosu Ball Crunch",1,19,0,"",""
"2017-12-27","Bosu Ball Crunch",1,19,0,"",""
"2017-12-26","Concentration Curls",1,12,25,"",""
"2017-12-26","Concentration Curls",1,12,25,"",""
"2017-12-26","Concentration Curls",1,12,25,"",""
"2017-12-26","Incline Push Up",1,15,0,"",""
"2017-12-26","Incline Push Up",1,15,0,"",""
"2017-12-26","Incline Push Up",1,15,0,"",""
"2017-12-26","Incline Push Up",1,15,0,"",""
"2017-12-26","Machine Bench Press",1,12,130,"",""
"2017-12-26","Machine Bench Press",1,12,130,"",""
"2017-12-26","Machine Bench Press",1,12,130,"",""
"2017-12-26","Reverse Barbell Curl",1,15,30,"",""
"2017-12-26","Reverse Barbell Curl",1,15,30,"",""
"2017-12-26","Reverse Barbell Curl",1,15,30,"",""
