Dynamo Studio (Customizer),DCP-Building Infrastructure Design,0.29,0.33,0.50,0.75,0.23,0.25,0.00,0.00,0.33,0.24
Pre-Registration,DPE-DES,0.86,0.00,0.00,0.75,0.38,0.00,0.00,0.33,0.00,0.24
PWS (Apigee Dev Portal),DPE-SPG,0.29,0.17,0.00,0.50,0.31,0.25,0.13,0.00,0.33,0.23
TIBCO,DPE-DES,0.71,0.00,0.00,0.25,0.46,0.00,0.00,0.67,0.00,0.23
Dynamo Reach,DCP-Building Infrastructure Design,0.14,0.17,0.50,0.75,0.31,0.25,0.00,0.00,0.17,0.21
Oracle Watchlist Service,DPE-DES,0.71,0.00,0.00,1.00,0.23,0.00,0.00,0.33,0.00,0.21
test,MCP-Other,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.19
GuiXT,DPE-DES,0.43,0.00,0.00,1.00,0.31,0.00,0.00,0.00,0.00,0.18
Character Generator,DCP-Entertainment Creation Products,0.14,0.33,0.00,0.11,0.15,0.25,0.10,0.00,0.33,0.16
Trinity,DPE-DES,0.43,0.00,0.00,1.00,0.23,0.00,0.00,0.00,0.00,0.16
WordPress MultiSite Platform,DPE-DEC,0.14,0.00,0.50,0.75,0.08,0.25,0.07,0.00,0.17,0.16
Business Objects,DPE-DBP,0.57,0.67,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.15
Digital Help - Expert Elite Mgmt System,DPE-DHX,0.43,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.17,0.13
Digital Help - Welcome Email,DPE-DHX,0.43,0.00,0.00,0.75,0.15,0.00,0.00,0.00,0.00,0.13
IBM Sterling Connect:Direct,DPE-DES,0.43,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.11
Roundhouse,DPE-DES,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
Data Federator,DPE-DES,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
